date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station
2023-09-05,17:12:00,Tuesday,ossington station,MUIR,4,7,E,BD,5271,5,9,17,12,1
2023-09-05,18:34:00,Tuesday,coxwell station,SUDP,3,6,W,BD,5061,5,9,18,34,1
2023-09-05,20:17:00,Tuesday,davisville station,EUOPO,5,10,S,YU,5456,5,9,20,17,1
2023-09-05,00:53:00,Tuesday,downsview park station,PUOPO,6,11,S,YU,5391,5,9,0,53,1
2023-09-05,01:25:00,Tuesday,dupont station,PUOPO,5,10,S,YU,5391,5,9,1,25,1
2023-09-05,21:48:00,Tuesday,leslie station,TUOS,7,14,W,SHP,6166,5,9,21,48,1
2023-09-06,06:51:00,Wednesday,ossington station,PUTTC,3,5,E,BD,5271,6,9,6,51,1
2023-09-06,06:54:00,Wednesday,castle frank station,EUTR,3,5,E,BD,5217,6,9,6,54,1
2023-09-06,07:23:00,Wednesday,bloor yonge station,MUPLB,7,10,E,BD,5187,6,9,7,23,1
2023-09-06,07:52:00,Wednesday,rosedale station,PUOPO,3,6,N,YU,5996,6,9,7,52,1
2023-09-06,10:43:00,Wednesday,lawrence west station,SUUT,11,16,N,YU,5761,6,9,10,43,1
2023-09-06,12:51:00,Wednesday,finch station,TUO,5,10,S,YU,5851,6,9,12,51,1
2023-09-06,14:04:00,Wednesday,eglinton station,MUATC,3,8,N,YU,6041,6,9,14,4,1
2023-09-06,14:51:00,Wednesday,wellesley station,MUATC,3,6,S,YU,6046,6,9,14,51,1
2023-09-06,15:03:00,Wednesday,dupont station,PUOPO,6,9,S,YU,5976,6,9,15,3,1
2023-09-06,15:48:00,Wednesday,warden station,SUUT,24,27,W,BD,5073,6,9,15,48,1
2023-09-06,16:22:00,Wednesday,eglinton station,MUIR,4,7,N,YU,5386,6,9,16,22,1
2023-09-06,16:34:00,Wednesday,wilson station,TUNIP,3,6,S,YU,5666,6,9,16,34,1
2023-09-06,16:39:00,Wednesday,islington station,SUUT,4,7,E,BD,5081,6,9,16,39,1
2023-09-06,16:45:00,Wednesday,spadina station,EUCA,3,6,W,BD,5284,6,9,16,45,1
2023-09-06,17:02:00,Wednesday,queen station,EUDO,11,14,N,YU,5831,6,9,17,2,1
2023-09-06,18:00:00,Wednesday,glencairn station,MUIR,3,6,N,YU,5931,6,9,18,0,1
2023-09-06,18:07:00,Wednesday,dundas station,TUO,13,16,S,YU,5381,6,9,18,7,1
2023-09-06,20:13:00,Wednesday,castle frank station,PUTDN,3,8,E,BD,5234,6,9,20,13,1
2023-09-06,20:31:00,Wednesday,main street station,PUTDN,4,9,E,BD,5317,6,9,20,31,1
2023-09-06,01:00:00,Wednesday,old mill station,MUSAN,5,10,E,BD,5124,6,9,1,0,1
2023-09-07,07:55:00,Thursday,bay station,EUCA,3,5,W,BD,5158,7,9,7,55,1
2023-09-07,07:59:00,Thursday,wilson station,MUCL,3,6,S,YU,5801,7,9,7,59,1
2023-09-07,08:04:00,Thursday,rosedale station,PUOPO,6,9,N,YU,6066,7,9,8,4,1
2023-09-07,08:41:00,Thursday,union station,SUO,3,6,S,YU,6041,7,9,8,41,1
2023-09-07,09:08:00,Thursday,york university  station,PUSAC,5,8,N,YU,5501,7,9,9,8,1
2023-09-07,10:36:00,Thursday,union station,PUOPO,3,8,N,YU,5946,7,9,10,36,1
2023-09-07,10:50:00,Thursday,york university  station,PUSAC,6,11,N,YU,6061,7,9,10,50,1
2023-09-07,14:16:00,Thursday,chester station,SUO,4,8,W,BD,5277,7,9,14,16,1
2023-09-07,15:52:00,Thursday,union station,SUO,6,9,N,YU,5766,7,9,15,52,1
2023-09-07,16:02:00,Thursday,dundas station,MUPAA,3,6,N,YU,5766,7,9,16,2,1
2023-09-07,16:12:00,Thursday,wilson station,EUBO,3,6,S,YU,6016,7,9,16,12,1
2023-09-07,16:40:00,Thursday,runnymede station,TUO,3,6,W,BD,5088,7,9,16,40,1
2023-09-07,17:03:00,Thursday,victoria park station,TUMVS,4,7,W,BD,5206,7,9,17,3,1
2023-09-07,17:25:00,Thursday,spadina station,EUDO,4,7,E,BD,5255,7,9,17,25,1
2023-09-07,17:28:00,Thursday,queens park station,PUOPO,4,7,N,YU,5806,7,9,17,28,1
2023-09-07,17:36:00,Thursday,wilson station,EUYRD,3,6,S,YU,6086,7,9,17,36,1
2023-09-07,17:49:00,Thursday,st clair west station,SUDP,3,6,S,YU,5731,7,9,17,49,1
2023-09-07,18:15:00,Thursday,victoria park station,MUPAA,3,6,E,BD,5272,7,9,18,15,1
2023-09-07,18:22:00,Thursday,broadview station,SUO,22,25,W,BD,5137,7,9,18,22,1
2023-09-07,19:40:00,Thursday,union station,EUDO,5,8,N,YU,5641,7,9,19,40,1
2023-09-07,20:14:00,Thursday,christie station,SUO,8,13,W,BD,5226,7,9,20,14,1
2023-09-07,21:30:00,Thursday,york mills station,SUDP,23,28,N,YU,5821,7,9,21,30,1
2023-09-07,21:34:00,Thursday,st george station,MUDD,4,9,N,YU,5726,7,9,21,34,1
2023-09-07,22:06:00,Thursday,osgoode station,PUOPO,7,11,S,YU,5476,7,9,22,6,1
2023-09-07,23:16:00,Thursday,ossington station,TUMVS,6,11,E,BD,5187,7,9,23,16,1
2023-09-07,23:23:00,Thursday,bathurst station,TUO,4,9,E,BD,5187,7,9,23,23,1
2023-09-07,23:35:00,Thursday,bay station,MUIR,10,15,E,BD,5241,7,9,23,35,1
2023-09-07,00:14:00,Thursday,college station,MUPAA,3,8,N,YU,5821,7,9,0,14,1
2023-09-08,06:25:00,Friday,greenwood station,TUNIP,5,7,E,BD,5342,8,9,6,25,1
2023-09-08,06:56:00,Friday,wellesley station,MUDD,4,7,N,YU,5516,8,9,6,56,1
2023-09-08,08:20:00,Friday,warden station,PUSO,4,6,E,BD,5139,8,9,8,20,1
2023-09-08,09:23:00,Friday,pape station,MUPAA,3,5,E,BD,5135,8,9,9,23,1
2023-09-08,12:03:00,Friday,dufferin station,SUDP,6,10,W,BD,5177,8,9,12,3,1
2023-09-08,14:05:00,Friday,bloor yonge station,PUTR,9,14,S,YU,5641,8,9,14,5,1
2023-09-08,15:37:00,Friday,donlands station,MUO,3,6,W,BD,5062,8,9,15,37,1
2023-09-08,17:47:00,Friday,college station,PUOPO,7,10,S,YU,5381,8,9,17,47,1
2023-09-08,18:17:00,Friday,coxwell station,SUDP,4,7,W,BD,5155,8,9,18,17,1
2023-09-08,18:25:00,Friday,davisville station,PUOPO,6,9,S,YU,5631,8,9,18,25,1
2023-09-08,18:33:00,Friday,st clair station,PUOPO,3,6,S,YU,5631,8,9,18,33,1
2023-09-08,18:40:00,Friday,keele station,SUO,5,8,W,BD,5155,8,9,18,40,1
2023-09-08,18:47:00,Friday,bloor yonge station,PUOPO,5,8,S,YU,5546,8,9,18,47,1
2023-09-08,19:38:00,Friday,glencairn station,MUIR,6,9,N,YU,6106,8,9,19,38,1
2023-09-08,19:40:00,Friday,eglinton station,SUDP,7,10,S,YU,5931,8,9,19,40,1
2023-09-08,19:58:00,Friday,jane station,SUUT,10,15,E,BD,5328,8,9,19,58,1
2023-09-08,20:00:00,Friday,sheppard west station,PUOPO,5,8,N,YU,6106,8,9,20,0,1
2023-09-08,21:39:00,Friday,college station,SUDP,5,10,S,YU,5541,8,9,21,39,1
2023-09-08,22:19:00,Friday,college station,SUDP,5,10,N,YU,5916,8,9,22,19,1
2023-09-08,22:40:00,Friday,spadina station,SUUT,4,9,N,YU,6096,8,9,22,40,1
2023-09-08,23:57:00,Friday,runnymede station,EUBK,5,10,E,BD,5149,8,9,23,57,1
2023-09-08,01:13:00,Friday,main street station,TUKEY,4,9,W,BD,5272,8,9,1,13,1
2023-09-08,01:52:00,Friday,davisville station,MUPLB,12,17,N,YU,5671,8,9,1,52,1
2023-09-09,07:33:00,Saturday,bloor yonge station,MUD,4,9,E,BD,5162,9,9,7,33,1
2023-09-09,10:16:00,Saturday,museum station,EUDO,7,10,S,YU,5671,9,9,10,16,1
2023-09-09,11:38:00,Saturday,kennedy station,MUDD,4,8,W,BD,5145,9,9,11,38,1
2023-09-09,11:53:00,Saturday,york mills station,PUOPO,3,7,S,YU,5966,9,9,11,53,1
2023-09-09,12:32:00,Saturday,wellesley station,SUO,19,23,S,YU,5996,9,9,12,32,1
2023-09-09,13:18:00,Saturday,kipling station,SUEAS,4,8,W,BD,5002,9,9,13,18,1
2023-09-09,13:23:00,Saturday,sherbourne station,MUI,9,13,E,BD,5194,9,9,13,23,1
2023-09-09,13:29:00,Saturday,north york centre station,MUPAA,4,8,S,YU,5871,9,9,13,29,1
2023-09-09,14:14:00,Saturday,bay station,MUIR,6,10,W,BD,5079,9,9,14,14,1
2023-09-09,15:07:00,Saturday,eglinton station,MUIS,8,12,S,YU,5471,9,9,15,7,1
2023-09-09,18:50:00,Saturday,kennedy station,MUPR1,24,28,W,BD,5305,9,9,18,50,1
2023-09-09,19:11:00,Saturday,lawrence west station,MUPAA,5,10,S,YU,6106,9,9,19,11,1
2023-09-09,19:35:00,Saturday,dundas station,SUUT,14,19,N,YU,6131,9,9,19,35,1
2023-09-09,19:57:00,Saturday,woodbine station,EUDO,3,8,E,BD,5194,9,9,19,57,1
2023-09-09,20:00:00,Saturday,main street station,MUO,4,9,E,BD,5194,9,9,20,0,1
2023-09-09,20:13:00,Saturday,dupont station,SUO,3,8,S,YU,5806,9,9,20,13,1
2023-09-09,21:05:00,Saturday,dufferin station,SUDP,19,24,W,BD,5122,9,9,21,5,1
2023-09-09,21:33:00,Saturday,warden station,SUDP,16,22,W,BD,5213,9,9,21,33,1
2023-09-09,23:36:00,Saturday,bloor yonge station,MUIR,9,14,N,YU,6111,9,9,23,36,1
2023-09-09,00:19:00,Saturday,kipling station,MUI,7,14,E,BD,5012,9,9,0,19,1
2023-09-09,01:28:00,Saturday,jane station,SUDP,17,24,W,BD,5012,9,9,1,28,1
2023-09-10,08:10:00,Sunday,eglinton station,TUATC,6,0,N,YU,5956,10,9,8,10,1
2023-09-10,08:11:00,Sunday,downsview park station,TUO,3,0,S,YU,5506,10,9,8,11,1
2023-09-10,08:29:00,Sunday,union station,TUO,3,0,N,YU,5866,10,9,8,29,1
2023-09-10,10:14:00,Sunday,broadview station,MUO,4,8,W,BD,5236,10,9,10,14,1
2023-09-10,13:44:00,Sunday,jane station,EUCO,17,21,E,BD,5116,10,9,13,44,1
2023-09-10,15:45:00,Sunday,lawrence west station,PUOPO,3,7,S,YU,5481,10,9,15,45,1
2023-09-10,13:52:00,Sunday,sheppard yonge station,SUO,20,27,W,SHP,6196,10,9,13,52,1
2023-09-11,05:58:00,Monday,greenwood station,PUSSW,3,6,E,BD,5339,11,9,5,58,1
2023-09-11,06:12:00,Monday,donlands station,PUSSW,3,6,W,BD,5276,11,9,6,12,1
2023-09-11,06:30:00,Monday,eglinton station,TUNIP,5,10,N,YU,5996,11,9,6,30,1
2023-09-11,06:41:00,Monday,wilson station,EUDO,4,7,N,YU,5431,11,9,6,41,1
2023-09-11,06:48:00,Monday,sheppard west station,EUCD,6,9,N,YU,5431,11,9,6,48,1
2023-09-11,07:41:00,Monday,bathurst station,MUIR,8,11,E,BD,5272,11,9,7,41,1
2023-09-11,09:50:00,Monday,ossington station,SUDP,6,9,E,BD,5263,11,9,9,50,1
2023-09-11,12:32:00,Monday,eglinton west station,SUO,15,20,N,YU,5711,11,9,12,32,1
2023-09-11,12:33:00,Monday,college station,MUPAA,4,9,N,YU,5816,11,9,12,33,1
2023-09-11,16:43:00,Monday,coxwell station,TUSC,7,10,W,BD,5195,11,9,16,43,1
2023-09-11,16:55:00,Monday,victoria park station,EUSC,4,7,W,BD,5312,11,9,16,55,1
2023-09-11,17:51:00,Monday,woodbine station,MUIR,10,13,W,BD,5220,11,9,17,51,1
2023-09-11,17:51:00,Monday,spadina station,SUDP,4,7,E,BD,5234,11,9,17,51,1
2023-09-11,19:31:00,Monday,dundas station,SUBT,17,20,N,YU,5476,11,9,19,31,1
2023-09-11,19:43:00,Monday,eglinton station,SUDP,4,7,N,YU,5971,11,9,19,43,1
2023-09-11,20:33:00,Monday,royal york station,MUPAA,4,9,E,BD,5220,11,9,20,33,1
2023-09-11,01:13:00,Monday,ossington station,MUTO,4,9,W,BD,5252,11,9,1,13,1
2023-09-12,05:41:00,Tuesday,lawrence station,PUTO,4,0,S,YU,5716,12,9,5,41,1
2023-09-12,06:04:00,Tuesday,st george station,PUTWZ,5,0,S,YU,5476,12,9,6,4,1
2023-09-12,06:36:00,Tuesday,north york centre station,PUOPO,5,8,S,YU,5441,12,9,6,36,1
2023-09-12,07:43:00,Tuesday,kennedy station,EUPI,3,6,W,BD,5190,12,9,7,43,1
2023-09-12,07:59:00,Tuesday,king station,MUPAA,3,6,S,YU,5411,12,9,7,59,1
2023-09-12,08:24:00,Tuesday,wellesley station,MUPAA,6,9,S,YU,5521,12,9,8,24,1
2023-09-12,08:44:00,Tuesday,queens park station,MUIR,3,6,S,YU,5941,12,9,8,44,1
2023-09-12,09:46:00,Tuesday,bloor yonge station,EUDO,6,10,W,BD,5158,12,9,9,46,1
2023-09-12,13:27:00,Tuesday,eglinton station,TUOS,7,12,S,YU,5796,12,9,13,27,1
2023-09-12,15:56:00,Tuesday,main street station,MUIR,23,26,E,BD,5145,12,9,15,56,1
2023-09-12,16:10:00,Tuesday,high park station,EUCD,7,10,E,BD,5073,12,9,16,10,1
2023-09-12,16:20:00,Tuesday,keele station,MUO,3,6,E,BD,5073,12,9,16,20,1
2023-09-12,17:27:00,Tuesday,kipling station,TUKEY,3,6,E,BD,5247,12,9,17,27,1
2023-09-12,19:32:00,Tuesday,sheppard yonge station,SUEAS,10,15,N,YU,5566,12,9,19,32,1
2023-09-12,20:02:00,Tuesday,wilson station,MUIRS,7,7,S,YU,5836,12,9,20,2,1
2023-09-12,20:20:00,Tuesday,wellesley station,MUPAA,3,8,N,YU,5961,12,9,20,20,1
2023-09-12,21:19:00,Tuesday,glencairn station,MUPAA,5,9,N,YU,5756,12,9,21,19,1
2023-09-12,22:04:00,Tuesday,st george station,SUAP,8,13,S,YU,5876,12,9,22,4,1
2023-09-12,22:14:00,Tuesday,museum station,PUOPO,9,14,N,YU,5591,12,9,22,14,1
2023-09-12,22:17:00,Tuesday,queens park station,SUAP,6,11,S,YU,5876,12,9,22,17,1
2023-09-12,22:19:00,Tuesday,st clair west station,MUPAA,3,8,S,YU,5751,12,9,22,19,1
2023-09-12,22:27:00,Tuesday,north york centre station,MUPAA,4,9,S,YU,5381,12,9,22,27,1
2023-09-12,16:01:00,Tuesday,don mills station,MUPAA,4,11,W,SHP,6176,12,9,16,1,1
2023-09-12,18:35:00,Tuesday,leslie station,SUUT,20,27,E,SHP,6176,12,9,18,35,1
2023-09-13,05:54:00,Wednesday,kipling station,SUG,5,10,E,BD,5189,13,9,5,54,1
2023-09-13,07:02:00,Wednesday,eglinton west station,SUDP,9,13,N,YU,5756,13,9,7,2,1
2023-09-13,07:14:00,Wednesday,dupont station,EUDO,10,13,N,YU,5521,13,9,7,14,1
2023-09-13,07:18:00,Wednesday,st andrew station,PUOPO,5,8,N,YU,6036,13,9,7,18,1
2023-09-13,07:35:00,Wednesday,union station,SUO,8,11,N,YU,5411,13,9,7,35,1
2023-09-13,07:56:00,Wednesday,lawrence station,PUOPO,4,7,S,YU,5851,13,9,7,56,1
2023-09-13,08:05:00,Wednesday,eglinton station,PUOPO,3,6,S,YU,5851,13,9,8,5,1
2023-09-13,08:15:00,Wednesday,eglinton station,MUIR,5,8,S,YU,5916,13,9,8,15,1
2023-09-13,08:24:00,Wednesday,wellesley station,MUPAA,7,10,S,YU,5796,13,9,8,24,1
2023-09-13,08:42:00,Wednesday,wellesley station,MUPAA,4,7,S,YU,5366,13,9,8,42,1
2023-09-13,08:52:00,Wednesday,warden station,MUDD,5,7,E,BD,5255,13,9,8,52,1
2023-09-13,12:34:00,Wednesday,eglinton station,MUIR,4,9,N,YU,5821,13,9,12,34,1
2023-09-13,14:10:00,Wednesday,coxwell station,TUSUP,3,7,E,BD,5340,13,9,14,10,1
2023-09-13,14:39:00,Wednesday,christie station,SUDP,3,7,E,BD,5354,13,9,14,39,1
2023-09-13,15:12:00,Wednesday,woodbine station,MUPAA,5,9,E,BD,5263,13,9,15,12,1
2023-09-13,15:28:00,Wednesday,wellesley station,SUO,14,17,N,YU,5811,13,9,15,28,1
2023-09-13,15:52:00,Wednesday,dundas station,TUO,3,7,S,YU,6061,13,9,15,52,1
2023-09-13,15:59:00,Wednesday,queen station,MUPAA,4,7,N,YU,5781,13,9,15,59,1
2023-09-13,16:14:00,Wednesday,yorkdale station,MUPAA,4,7,N,YU,5561,13,9,16,14,1
2023-09-13,16:43:00,Wednesday,lawrence west station,PUOPO,3,6,S,YU,5546,13,9,16,43,1
2023-09-13,16:44:00,Wednesday,wilson station,TUNIP,3,6,S,YU,5971,13,9,16,44,1
2023-09-13,16:47:00,Wednesday,glencairn station,PUOPO,3,6,S,YU,5546,13,9,16,47,1
2023-09-13,17:27:00,Wednesday,finch station,SUO,31,34,N,YU,5921,13,9,17,27,1
2023-09-13,17:50:00,Wednesday,wellesley station,MUPAA,3,6,N,YU,6071,13,9,17,50,1
2023-09-13,18:22:00,Wednesday,christie station,SUUT,28,31,W,BD,5141,13,9,18,22,1
2023-09-13,18:49:00,Wednesday,christie station,MUPAA,3,6,E,BD,5281,13,9,18,49,1
2023-09-13,19:03:00,Wednesday,st clair west station,SUEAS,4,7,N,YU,5421,13,9,19,3,1
2023-09-13,19:13:00,Wednesday,kipling station,MUSAN,5,10,E,BD,5137,13,9,19,13,1
2023-09-13,21:10:00,Wednesday,kennedy station,MUI,5,10,E,BD,5210,13,9,21,10,1
2023-09-13,21:24:00,Wednesday,bloor yonge station,MUIR,5,10,N,YU,6121,13,9,21,24,1
2023-09-13,23:06:00,Wednesday,york mills station,MUPAA,5,10,S,YU,5986,13,9,23,6,1
2023-09-14,06:16:00,Thursday,eglinton station,EUNEA,3,7,N,YU,5561,14,9,6,16,1
2023-09-14,09:54:00,Thursday,dupont station,MUIR,10,15,N,YU,5603,14,9,9,54,1
2023-09-14,11:21:00,Thursday,victoria park station,EUNT,4,8,E,BD,5083,14,9,11,21,1
2023-09-14,12:01:00,Thursday,dundas station,MUPAA,6,11,N,YU,5616,14,9,12,1,1
2023-09-14,12:20:00,Thursday,bay station,MUPAA,3,7,W,BD,5079,14,9,12,20,1
2023-09-14,14:25:00,Thursday,vaughan mc station,TUNOA,5,10,S,YU,0,14,9,14,25,1
2023-09-14,16:02:00,Thursday,davisville station,PUOPO,3,6,S,YU,5381,14,9,16,2,1
2023-09-14,17:14:00,Thursday,wilson station,EUTL,23,26,S,YU,6051,14,9,17,14,1
2023-09-14,17:16:00,Thursday,kipling station,SUDP,10,13,E,BD,5035,14,9,17,16,1
2023-09-14,18:01:00,Thursday,lawrence station,PUOPO,8,11,N,YU,5811,14,9,18,1,1
2023-09-14,18:07:00,Thursday,eglinton station,MUPAA,3,6,N,YU,6086,14,9,18,7,1
2023-09-14,19:09:00,Thursday,wilson station,MUPAA,3,6,N,YU,5936,14,9,19,9,1
2023-09-14,20:43:00,Thursday,finch west station,MUPAA,6,9,N,YU,6001,14,9,20,43,1
2023-09-14,21:29:00,Thursday,dundas station,SUDP,16,21,S,YU,5611,14,9,21,29,1
2023-09-14,01:03:00,Thursday,st clair west station,SUUT,9,16,N,YU,0,14,9,1,3,1
2023-09-14,16:33:00,Thursday,sheppard yonge station,SUUT,25,32,W,SHP,6196,14,9,16,33,1
2023-09-14,23:28:00,Thursday,leslie station,PUSNT,3,10,W,SHP,6176,14,9,23,28,1
2023-09-15,05:23:00,Friday,wilson station,PUTWZ,5,10,S,YU,5496,15,9,5,23,1
2023-09-15,06:05:00,Friday,dundas station,SUUT,14,19,N,YU,5921,15,9,6,5,1
2023-09-15,07:05:00,Friday,york mills station,SUEAS,28,31,N,YU,5941,15,9,7,5,1
2023-09-15,10:14:00,Friday,spadina station,SUAE,3,7,E,BD,5054,15,9,10,14,1
2023-09-15,10:25:00,Friday,kennedy station,MUSAN,3,6,E,BD,5059,15,9,10,25,1
2023-09-15,11:01:00,Friday,royal york station,SUDP,4,7,E,BD,5005,15,9,11,1,1
2023-09-15,11:11:00,Friday,eglinton station,MUIE,5,10,S,YU,5556,15,9,11,11,1
2023-09-15,11:16:00,Friday,finch station,SUEAS,11,16,S,YU,5641,15,9,11,16,1
2023-09-15,13:08:00,Friday,donlands station,SUO,6,10,E,BD,5241,15,9,13,8,1
2023-09-15,14:19:00,Friday,chester station,SUUT,5,9,W,BD,5056,15,9,14,19,1
2023-09-15,14:37:00,Friday,chester station,TUO,4,8,W,BD,5056,15,9,14,37,1
2023-09-15,15:13:00,Friday,warden station,SUO,4,7,E,BD,5304,15,9,15,13,1
2023-09-15,15:28:00,Friday,broadview station,SUO,18,21,E,BD,5083,15,9,15,28,1
2023-09-15,15:48:00,Friday,finch station,MUATC,3,6,S,YU,5741,15,9,15,48,1
2023-09-15,17:00:00,Friday,bloor yonge station,MUI,4,7,N,YU,5466,15,9,17,0,1
2023-09-15,17:11:00,Friday,bay station,TUOS,3,6,W,BD,5362,15,9,17,11,1
2023-09-15,17:18:00,Friday,wilson station,EUYRD,3,6,S,YU,5871,15,9,17,18,1
2023-09-15,17:25:00,Friday,st clair west station,SUDP,3,6,N,YU,6021,15,9,17,25,1
2023-09-15,17:29:00,Friday,york university  station,MUPAA,5,8,S,YU,6096,15,9,17,29,1
2023-09-15,17:41:00,Friday,finch station,MUATC,3,6,S,YU,5976,15,9,17,41,1
2023-09-15,17:45:00,Friday,wellesley station,PUTDN,8,11,S,YU,5636,15,9,17,45,1
2023-09-15,17:45:00,Friday,sheppard yonge station,MUATC,3,6,S,YU,5976,15,9,17,45,1
2023-09-15,18:21:00,Friday,coxwell station,SUDP,10,13,W,BD,5123,15,9,18,21,1
2023-09-15,18:54:00,Friday,eglinton west station,SUUT,30,33,N,YU,6061,15,9,18,54,1
2023-09-15,19:58:00,Friday,runnymede station,SUEAS,14,19,E,BD,5286,15,9,19,58,1
2023-09-15,22:27:00,Friday,college station,SUDP,10,15,N,YU,5591,15,9,22,27,1
2023-09-15,23:03:00,Friday,eglinton station,SUAP,7,12,N,YU,5456,15,9,23,3,1
2023-09-15,12:52:00,Friday,sheppard yonge station,PUOPO,7,14,E,SHP,6151,15,9,12,52,1
2023-09-16,03:52:00,Saturday,keele station,SUG,5,10,W,BD,5054,16,9,3,52,1
2023-09-16,05:53:00,Saturday,eglinton station,PUOPO,3,8,N,YU,6081,16,9,5,53,1
2023-09-16,06:10:00,Saturday,union station,MUO,3,0,S,YU,5876,16,9,6,10,1
2023-09-16,09:23:00,Saturday,bay station,SUUT,38,42,E,BD,5250,16,9,9,23,1
2023-09-16,09:35:00,Saturday,st george station,SUUT,26,32,N,YU,5516,16,9,9,35,1
2023-09-16,09:39:00,Saturday,lawrence west station,MUIR,12,18,S,YU,6106,16,9,9,39,1
2023-09-16,10:11:00,Saturday,college station,SUDP,3,9,S,YU,5821,16,9,10,11,1
2023-09-16,11:05:00,Saturday,dundas station,MUPAA,4,8,S,YU,5421,16,9,11,5,1
2023-09-16,13:15:00,Saturday,glencairn station,MUIR,4,8,N,YU,5696,16,9,13,15,1
2023-09-16,13:31:00,Saturday,davisville station,MUPAA,4,8,S,YU,5926,16,9,13,31,1
2023-09-16,14:58:00,Saturday,rosedale station,SUUT,16,20,N,YU,5501,16,9,14,58,1
2023-09-16,15:32:00,Saturday,dundas station,MUPAA,4,8,S,YU,6031,16,9,15,32,1
2023-09-16,15:41:00,Saturday,warden station,MUIR,4,8,E,BD,5333,16,9,15,41,1
2023-09-16,15:47:00,Saturday,st george station,EUECD,14,18,S,YU,6116,16,9,15,47,1
2023-09-16,16:15:00,Saturday,warden station,TUO,4,8,W,BD,5205,16,9,16,15,1
2023-09-16,17:30:00,Saturday,bloor yonge station,MUPAA,3,7,S,YU,6086,16,9,17,30,1
2023-09-16,17:43:00,Saturday,donlands station,EUOE,11,14,E,BD,5205,16,9,17,43,1
2023-09-16,18:25:00,Saturday,royal york station,SUUT,16,20,W,BD,5203,16,9,18,25,1
2023-09-16,19:53:00,Saturday,donlands station,SUEAS,12,17,W,BD,5129,16,9,19,53,1
2023-09-16,20:21:00,Saturday,st clair station,MUPAA,3,8,N,YU,5471,16,9,20,21,1
2023-09-16,20:53:00,Saturday,glencairn station,SUO,8,13,S,YU,6106,16,9,20,53,1
2023-09-16,21:52:00,Saturday,spadina station,MUPAA,3,9,W,BD,5082,16,9,21,52,1
2023-09-16,21:52:00,Saturday,st clair west station,SUDP,7,12,N,YU,5516,16,9,21,52,1
2023-09-16,22:10:00,Saturday,chester station,SUAP,17,22,E,BD,5042,16,9,22,10,1
2023-09-16,22:56:00,Saturday,st george station,MUPAA,3,9,S,YU,5456,16,9,22,56,1
2023-09-16,23:30:00,Saturday,bloor yonge station,SUDP,5,11,E,BD,5344,16,9,23,30,1
2023-09-16,01:26:00,Saturday,osgoode station,PUOPO,4,10,S,YU,5826,16,9,1,26,1
2023-09-16,01:50:00,Saturday,kipling station,SUO,6,12,unknown,BD,0,16,9,1,50,1
2023-09-17,07:58:00,Sunday,kipling station,SUG,5,10,E,BD,5139,17,9,7,58,1
2023-09-17,08:05:00,Sunday,keele station,SUG,5,10,W,BD,5129,17,9,8,5,1
2023-09-17,08:32:00,Sunday,queens park station,TUO,3,0,N,YU,5491,17,9,8,32,1
2023-09-17,09:57:00,Sunday,lawrence west station,TUOPO,4,8,N,YU,6086,17,9,9,57,1
2023-09-17,13:26:00,Sunday,warden station,SUDP,3,8,W,BD,5162,17,9,13,26,1
2023-09-17,13:59:00,Sunday,coxwell station,TUNIP,3,8,E,BD,5330,17,9,13,59,1
2023-09-17,16:40:00,Sunday,pape station,MUIR,8,13,E,BD,5227,17,9,16,40,1
2023-09-17,17:01:00,Sunday,broadview station,SUDP,8,13,E,BD,5272,17,9,17,1,1
2023-09-17,17:18:00,Sunday,lansdowne station,SUEAS,13,18,E,BD,5000,17,9,17,18,1
2023-09-17,17:42:00,Sunday,main street station,EUNT,13,18,W,BD,5114,17,9,17,42,1
2023-09-17,17:47:00,Sunday,vaughan mc station,TUNOA,6,12,S,YU,5576,17,9,17,47,1
2023-09-17,18:39:00,Sunday,warden station,MUDD,3,8,W,BD,5203,17,9,18,39,1
2023-09-17,18:55:00,Sunday,pape station,MUI,11,16,E,BD,5035,17,9,18,55,1
2023-09-17,19:24:00,Sunday,st george station,SUDP,6,12,N,YU,6031,17,9,19,24,1
2023-09-17,19:34:00,Sunday,st andrew station,SUO,17,23,N,YU,5386,17,9,19,34,1
2023-09-17,19:59:00,Sunday,islington station,SUUT,21,26,E,BD,5272,17,9,19,59,1
2023-09-17,21:16:00,Sunday,bathurst station,MUO,5,10,W,BD,5002,17,9,21,16,1
2023-09-17,21:33:00,Sunday,coxwell station,MUSAN,6,11,W,BD,5100,17,9,21,33,1
2023-09-17,22:43:00,Sunday,st andrew station,MUIS,12,17,S,YU,6106,17,9,22,43,1
2023-09-17,23:08:00,Sunday,york mills station,MUPAA,3,9,N,YU,5616,17,9,23,8,1
2023-09-17,23:24:00,Sunday,davisville station,MUPAA,3,9,N,YU,6121,17,9,23,24,1
2023-09-17,23:47:00,Sunday,union station,MUIR,7,13,N,YU,6076,17,9,23,47,1
2023-09-17,23:48:00,Sunday,davisville station,MUTO,6,10,S,YU,5916,17,9,23,48,1
2023-09-17,01:13:00,Sunday,wellesley station,SUDP,13,19,N,YU,5833,17,9,1,13,1
2023-09-18,05:54:00,Monday,kipling station,SUG,7,14,E,BD,5250,18,9,5,54,1
